name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged
CAPITALIZED,34664659,NPCDR,0.0,npcdr,0.0,natural product-based drug combination and its disease-specific molecular regulation,0.0,1,https://idrblab.org/npcdr/,200,,,,2022-01-01,"School of Pharmacy and Department of Medical Oncology, The Affiliated Hospital of Hangzhou Normal University, Hangzhou Normal University, Hangzhou 311121, China.","Jin T, Li Z, Lian X, Liang Z, Pan T, Qiu W, Sui X, Sun X, Wang J, Xie H, Yan L, Zhang Y, Zhou Y, Zhu F","2018QNA7023, 2020C03010, 81872798, 81874380, 82022075, 82104207, LR18H160001, LR21H300001, U1909208","Alibaba Cloud, Alibaba-Zhejiang University Joint Research Center of Future Digital Healthcare, Fundamental Research Fund for the Central Universities, Information Technology Center of Zhejiang University, Key R&amp;D Program of Zhejiang Province, National High-Level Talents Special Support Plan of China, National Natural Science Foundation of China, Natural Science Foundation of Zhejiang Province",30.0,"Andorra, China",NPCDR,ok,NPCDR: natural product-based drug combination and its disease-specific molecular regulation.,2022-2025,,,,,False
CAPITALIZED,40645675,MDDB,0.0,mddb,0.0,,0.0,1,https://mddb.nitrr.ac.in/,200,,,,2025-06-10,"Department of Biotechnology, National Institute of Technology, Raipur, CG, India.","Agrawal P, Chauhan RK, Kumar A, Upadhyay A",,,,India,MDDB,ok,MDDB: A public databank of host microRNAs in Tuberculosis diagnosis.,2022-2025,,,,,False
TITLE_CAPITALIZED,36255213,PharmaKoVariome,0.0,,0.0,pharmakovariome,0.0,1,http://www.pharmakovariome.com/,200,,,,2022-10-01,"Personal Genomics Institute (PGI), Genome Research Foundation (GRF), Cheongju 28190, Republic of Korea.","Bhak J, Choi JP, Kim J, Kim MS","20003641, 20011684","Industry and Energy, Ministry of Trade",3.0,,PharmaKoVariome,ok,PharmaKoVariome database for supporting genetic testing.,2022-2025,,,,,False
TITLE_CAPITALIZED,34551435,PncsHub,0.0,,0.0,pncshub,0.0,1,https://pncshub.erc.monash.edu/,200,,,,2022-01-01,"School of Computer Science and Information Security, Guilin University of Electronic Technology, Guilin 541004, China.","Cai J, Dai W, Li J, Li Q, Stubenrauch C, Su J, Wang J","LR19C060001, WIBEZD2017009-05","Chinese Academy of Sciences, Zhejiang Provincial Natural Science Foundation of China",6.0,"Andorra, China",PncsHub,ok,PncsHub: a platform for annotating and analyzing non-classically secreted proteins in Gram-positive bacteria.,2022-2025,,,,,False
"DISAMBIGUATED,SMART_CAPITALIZED",36289281,reactome,0.0,,0.0,reactome,0.0,1,https://dar.biocomp.unibo.it,200,,,,2022-10-26,"Biocomputing Group, Department of Pharmacy and Biotechnology, University of Bologna, Bologna, Italy.","Babbi G, Baldazzi D, Casadio R, Martelli PL, Savojardo C",PRIN2017 grant (project 2017483NH8_002),"Ministero dell’Istruzione, dell’Università e della Ricerca,Italy",4.0,"Andorra, Italy",Reactome (dar),ok,Mapping human disease-associated enzymes into Reactome allows characterization of disease groups and their interactions.,2022-2025,NO,YES,MEDIUM,HAS_BRACKETS,False
CAPITALIZED,34520557,GTDB,0.0,gtdb,0.0,,0.0,1,https://gtdb.ecogenomic.org,200,,,,2022-01-01,"The University of Queensland, School of Chemistry and Molecular Biosciences, Australian Centre for Ecogenomics, QLD 4072, Australia.","Chaumeil PA, Chuvochina M, Hugenholtz P, Mussig AJ, Parks DH, Rinke C","FL150100038, FT170100213","Australian Research Council, University of Queensland",1384.0,"Andorra, Australia",GTDB,ok,"GTDB: an ongoing census of bacterial and archaeal diversity through a phylogenetically consistent, rank normalized and complete genome-based taxonomy.",2022-2025,,,,,False
TITLE_CAPITALIZED,39435987,FlyRNAi,0.0,,0.0,flyrnai,0.0,1,https://fgr.hms.harvard.edu/tools,200,,,,2025-01-01,"D epartment of Genetics, Blavatnik Institute, Harvard Medical School, 77 Avenue Louis Pasteur, Boston, MA 02115, USA.","Chen W, Comjean A, Gao C, Hu Y, Kim AR, Mohr SE, Perrimon N, Qadiri M, Rodiger J, Zirin J","P01 CA120964, P41 GM132087, R21 AI168592, R24 OD019847, R24 OD026435, R24 OD030002, R24 OD031952, R24 OD035556","Drosophila Research and Screening Center-Biomedical Technology Research Resource, Harvard Medical School, Howard Hughes Medical Institute, NCI NIH HHS, NIAID NIH HHS, NIGMS NIH HHS, NIH HHS, National Institute of Allergy and Infectious Diseases, National Institutes of Health, ODCDC CDC HHS",3.0,United States,FlyRNAi,ok,FlyRNAi.org 2025 update-expanded resources for new technologies and species.,2022-2025,,,,,False
TITLE_CAPITALIZED,36409390,Plant Intron-Splicing Efficiency Database,0.99434364,,0.99434364,plant intron-splicing efficiency database,0.99434364,1,https://plantintron.com/,200,,,,2022-11-18,"Department of Biology, School of Life Sciences, Southern University of Science and Technology, Shenzhen, 518055, China.","Jia J, Zhai J, Zhang H",,,9.0,"Andorra, China",Plant Intron-Splicing Efficiency Database,ok,"Plant Intron-Splicing Efficiency Database (PISE): exploring splicing of ∼1,650,000 introns in Arabidopsis, maize, rice, and soybean from ∼57,000 public RNA-seq libraries.",2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",37440307,CRact,0.8316586,cract,0.8316586,,0.8316586,1,https://clinicaltrials.gov/ct2/show/NCT04994093,200,,,,2023-07-13,"Ardigen SA, Cracow, Poland.","Balawejder M, Blum A, Borys M, Bujak J, Gach T, Horbacka K, Jęckowski M, Karczewski M, Karoń J, Kayser M, Kociniak A, Kosmowska A, Kowalczyk T, Kucharczyk T, Kłęk S, Markowska B, Orzeszko Z, Sanecka-Duin A, Stadnik H, Szatanek R, Szura M, Słomka ME, Torbicz G, Welanyk J, Wilkus K, Wohadlo Ł, Wysocki M",,,11.0,Poland,CRact,review,Creating an Innovative Artificial Intelligence-Based Technology (TCRact) for Designing and Optimizing T Cell Receptors for Use in Cancer Immunotherapies: Protocol for an Observational Trial.,2022-2025,,,,,False
TITLE_CAPITALIZED,37979962,UMD-VHL,0.0,umd-vhl,0.0,,0.0,1,http://www.umd.be/VHL/,200,,,,2024-03-21,"Aix Marseille Univ, APHM, INSERM, MMG, U1251, GEnOPé Departement, M2GM, Timone Hospital, Marseille, France.","Arlot Y, Barlier A, Beroud C, Bressac-de Paillerets B, Buffet A, Burnichon N, Gardie B, Gimenez-Roqueplo AP, Giraud S, Mirebeau-Prunier D, Mohamed A, Mougel G, Pigny P, Richard S, Romanet P, Savagner F",70000,Institut National Du Cancer,2.0,France,UMD-VHL,ok,Update of the UMD-VHL database: classification of 164 challenging variants based on genotype-phenotype correlation among 605 entries.,2022-2025,,,,,False
TITLE_CAPITALIZED,38150626,DrugGen,0.0,,0.0,druggen,0.0,1,https://cmach.sjtu.edu.cn/drug/,200,,,,2023-12-01,"Department of Computer Science and Engineering, Shanghai Jiao Tong University, No. 800 Dong Chuan Road, Shanghai 200240, China.","Qian H, Tu S, Xu L, Zhou J","2021SHZDZX0102, 62172273","National Natural Science Foundation of China, Shanghai Municipal Science and Technology Major Project",1.0,"Andorra, China",DrugGen,ok,DrugGen: a database of de novo-generated molecular binders for specified target proteins.,2022-2025,,,,,False
CAPITALIZED,35659285,USP,0.99736756,usp,0.99736756,,0.99736756,1,https://statepolicies.com/,200,,,,2022-06-04,"Boston University School of Public Health, 715 Albany Street, MB, 02118, Boston, USA. skinnera@bu.edu.","Benfer EA, Bor J, Cole MB, Dean LT, Flannery K, Jay J, Jones DK, Lipson SK, Nocka K, Raderman W, Raifman J, Scheckman R, Skinner A","K01 MH116817, R25 MH083620",NIMH NIH HHS,18.0,United States,USP,ok,A database of US state policies to mitigate COVID-19 and its economic consequences.,2022-2025,,,,,False
CAPITALIZED,38585015,PFGD,0.9966645,pfgd,0.9966645,,0.9966645,1,http://pfgd.bio2db.com/,200,,,,2024-01-10,"School of Life Sciences/Library, North China University of Science and Technology, Tangshan, Hebei 063210, China.","Bai Y, Cao R, Liu Z, Ma X, Nie F, Song X, Wu T, Yang Q, Yu T, Zhou R",,,16.0,"Andorra, China",PFGD,ok,"Flowering genes identification, network analysis, and database construction for 837 plants.",2022-2025,,,,,False
SMART_CAPITALIZED,35933489,Qs-dmd,0.9889116,qs-dmd,0.9889116,,0.9889116,1,http://www.qsdmd.lbci.net/,200,,,,2022-08-04,"School of Chemical Engineering and Technology, Tianjin University, Tianjin, 300072, China.","Feng J, Guo F, Li Y, Liu C, Qiao J, Song N, Wang M, Wu H, Wu S, Yang A, Yang S",,,12.0,"Andorra, China",Qs-dmd,ok,"Quorum sensing-based interactions among drugs, microbes, and diseases.",2022-2025,,,,,False
SMART_CAPITALIZED,39993325,Complexity Of Gpcr Modulation And Signaling,0.98821664,,0.98821664,complexity of gpcr modulation and signaling,0.98821664,1,https://bio.tools/t?domain=gpcr,200,,,,2025-02-24,"Institute of Chemistry, University of Tartu, Tartu, Estonia.","Apostolakou AE, Bermudez M, Filipek S, García-Recio A, Gloriam DE, Laasfeld T, Niv MY, Pándy-Szekeres G, Selent J, Wunsch F","1129/19, 2022/45/B/NZ7/04246, AC18/00030, PI18/00094, PSG912","ERA-NET NEURON & Ministry of Economy, Estonian Research Council, European Union, GFI Israel, Industry, Instituto de Salud Carlos III, Israel Science Foundation, Joachim Herz Foundation, Ministry of Agriculture, Ministry of Innovation, National Science Centre, Next Generation EU, Poland, Science & Technology, and Competitiveness",1.0,Estonia,Complexity Of Gpcr Modulation And Signaling,ok,A bio. tools collection of online resources for GPCR research.,2022-2025,,,,,False
SMART_CAPITALIZED,36894999,Pacnacs,0.98336816,pacnacs,0.98336816,,0.98336816,1,http://csvs.clinbioinfosspa.es/spacnacs/,200,,,,2023-03-09,"Computational Medicine Platform, Andalusian Public Foundation Progress and Health-FPS, 41013, Seville, Spain.","Aquino V, Bostelmann G, Carmona R, Dopazo J, Fernández-Rueda JL, González-Neira A, López-López D, Núñez-Torres R, Ortuño F, Perez-Florido J, Peña-Chilet M, Pita G, Roldán G","IMP/00009, IMP/00019, PI20/01305, PID2020-117979RB-I00","Instituto de Salud Carlos III, Ministerio de Ciencia e Innovación",3.0,"Andorra, Spain",Pacnacs,ok,A crowdsourcing database for the copy-number variation of the Spanish population.,2022-2025,,,,,False
SMART_CAPITALIZED,35789323,Danio-code,0.9738676,danio-code,0.9738676,,0.9738676,1,https://danio-code.zfin.org,200,,,,2022-07-04,"MRC London Institute of Medical Sciences, London, UK.","Acemel RD, Balwierz PJ, Baranasic D, Bogdanovic O, Brown BJ, Burgess SM, Carninci P, Chambers E, Chen Z, Chong V, D'Orazio FM, Daub CO, Dong M, Díaz N, Eagle A, Gómez-Skarmeta JL, Hadzhiev Y, Hernández-Rodríguez B, Hörtenhuber M, Jimenez-Gonzalez A, Kim HR, Kopp W, Lacadie SA, Lenhard B, Li N, Martin R, Mathavan S, McGarvey AC, Mukarram AK, Müller F, Naranjo S, Nepal C, Obasaju O, Ohler U, Onichtchouk D, Pachkov M, Peers B, Rastegar S, Relic D, Ross SE, Sauka-Spengler T, Stevens I, Stoiber M, Vaquerizas JM, Vingron M, Várnai C, Wang D, Wardle FC, Westerfield M, Winata C, Wragg J, Zehnder T, van Eeden F, van Nimwegen E, Łapiński M","106954/Z/15/Z, 106955, 106955/Z/15/Z, 643062, APR3\1017, BB/L00741X/1, BB/N023358/1, BB/R015457/1, MC_EX_MR/S300007/1, MC_UP_1102/1, MC_UP_1605/10, P61715, U24 HG002659, UD99999945","Academy of Medical Sciences, Biotechnology and Biological Sciences Research Council, EC | Horizon 2020 Framework Programme, Medical Research Council, NHGRI NIH HHS, RCUK | Biotechnology and Biological Sciences Research Council, Rutherford Fund, Wellcome Trust",64.0,United Kingdom,Danio-code,ok,Multiomic atlas with functional stratification and developmental dynamics of zebrafish cis-regulatory elements.,2022-2025,,,,,False
CAPITALIZED,37672022,JADBIO,0.9537655,jadbio,0.9537655,,0.9537655,1,https://ega-archive.org/,200,,,,2023-09-01,"Department of Computer Science, University of Crete, Heraklion, Greece.","Charonyktakis P, Fafalios S, Lagani V, Lakiotaki K, Papadovasilakis Z, Tsagris M, Tsamardinos I","076113, 085475, 090355","European Research Council, Wellcome Trust",7.0,Greece,JADBIO,ok,Automated machine learning for genome wide association studies.,2022-2025,,,,,False
SMART_CAPITALIZED,37528331,Pace Life Investigation Database,0.9489579,,0.9489579,pace life investigation database,0.9489579,1,http://bidd.group/spacelid/,200,,,,2023-08-01,"Qian Xuesen Collaborative Research Center of Astrochemistry and Space Life Sciences, Institute of Drug Discovery Technology, Ningbo University, Ningbo, 315211, China.","Cai M, Chen YZ, Chu XY, Wang J, Wang S, Wang T, Wei Y, Yu Z, Zeng X, Zhao Y, Zhuoma D","215-432000282, 215-432094250, TKTSPY-2020-04-03","Ningbo Top Talent Project, Scientific Research Grant of Ningbo University, the Space Exploration Breeding Grant of Qian Xuesen Lab",3.0,"Andorra, China",Pace Life Investigation Database,ok,Database of space life investigations and information on spaceflight plant biology.,2022-2025,,,,,False
SMART_CAPITALIZED,36084380,Acvacdb,0.92913455,,0.92913455,acvacdb,0.92913455,1,https://webs.iiitd.edu.in/raghava/bacvacdb/,200,,,,2022-09-02,"Department of Computational Biology, Indraprastha Institute of Information Technology, Okhla Phase 3, New Delhi, 110020, India. Electronic address: satakshi20215@iiitd.ac.in.","Gupta S, Jain S, Naorem LD, Raghava GPS, Sharma N",,"Department of Biotechnology, Department of Science and Technology, India, Ministry of Science and Technology",,India,Acvacdb,ok,"Collection, compilation and analysis of bacterial vaccines.",2022-2025,,,,,False
CAPITALIZED,35508965,CORN,0.76480436,corn,0.76480436,,0.76480436,1,http://www.plant.osakafu-u.ac.jp/~kagiana/vcorn/sarscov2/,200,,,,2022-05-04,"Graduate School of Agriculture, Osaka Metropolitan University, Sakai, Osaka, 599-8531, Japan. ogatay@omu.ac.jp.","Kitayama R, Ogata Y",0203041700,Osaka Prefecture University,2.0,Japan,CORN,ok,A database for retrieving information on SARS-CoV-2 S protein mutations based on correlation network analysis.,2022-2025,,,,,False
SMART_CAPITALIZED,36920090,Alphafold2,0.7022952,,0.7022952,alphafold2,0.7022952,1,http://zhanglab-bioinf.com/DeepIDDP/,200,,,,2023-05-01,"College of Information Engineering, Zhejiang University of Technology, Hangzhou 310023, Zhejiang, China.","Cui X, Ge F, Peng C, Xia Y, Zhang G","2019YFE0126100, 62173304, LZ20F030002","Key Project of Zhejiang Provincial Natural Science Foundation of China, National Key Research and Development Program of China, National Nature Science Foundation of China",4.0,China,Alphafold2,ok,Inter-domain distance prediction based on deep learning for domain assembly.,2022-2025,,,,,False
CAPITALIZED,37554180,ATLAS,0.65153867,atlas,0.65153867,,0.65153867,1,http://www.mskca.tech,200,,,,2023-02-03,"Department of Spinal Surgery, The University of Hong Kong-Shenzhen Hospital, Shenzhen, Guangdong 518000, China.","Fan CQ, Liu SN, Qiu X, Sun LM, Wang HY, Yang ZY, Zhu F","JCYJ20180306173518936, SZSM201612055","Sanming Project of Medicine in Shenzen Municipality, Shenzhen Fundamental Research Program",10.0,"China, Hong Kong",ATLAS,ok,Uncovering the prominent role of satellite cells in paravertebral muscle development and aging by single-nucleus RNA sequencing.,2022-2025,,,,,False
"PIPE_CLEANED,SMART_CAPITALIZED",36454444,Netpath,0.0,,0.0,netpath | wikipathways | https://www.wikipathways.org/index.php/,0.0,1,https://www.wikipathways.org/index.php/,200,,,,2022-12-01,"Center for Systems Biology and Molecular Medicine, Yenepoya Research Centre, Yenepoya (Deemed to Be University), Mangalore, Karnataka, 575018, India. shobha_d@yenepoya.edu.in.","Dagamajalu S, Joshi S, Kumar S, Prasad TSK, Rai AB, Raju R, Rex DAB, Suchitha GP",,,9.0,"Andorra, India",Netpath,ok,A network map of discoidin domain receptor 1(DDR1)-mediated signaling in pathological conditions.,2022-2025,,,,,False
CAPITALIZED,34850161,CAZY,0.0,cazy,0.0,genbank,0.0,1,http://www.cazy.org,200,,,,2022-01-01,"Aix Marseille Univ, CNRS, UMR7257 AFMB, Marseille, France.","Dogan S, Drula E, Garron ML, Henrissat B, Lombard V, Terrapon N",,,1296.0,France,CAZY,ok,The carbohydrate-active enzyme database: functions and literature.,2022-2025,,,,,False
SMART_CAPITALIZED,37230405,Glutknois,0.0,,0.0,glutknois,0.0,1,https://sing-group.org/glutknois/,200,,,,2023-05-23,"CINBIO, Universidade de Vigo, Department of Computer Science, ESEI - Escuela Superior de Ingeniería Informática, 32004 Ourense, Spain; SING Research Group, Galicia Sur Health Research Institute (IIS Galicia Sur), SERGAS-UVIGO, Spain. Electronic address: martiperez@uvigo.es.","Fdez-Riverola F, Ferreira T, Igrejas G, Pérez-Pérez M",,,1.0,"Spain, Suriname",Glutknois,ok,A novel gluten knowledge base of potential biomedical and health-related interactions extracted from the literature: Using machine learning and graph analysis methodologies to reconstruct the bibliome.,2022-2025,,,,,False
"PIPE_CLEANED,CAPITALIZED",38886537,GMGD,0.0,gmgd | dbsnp,0.0,guizhou multi-ethnic genome database,0.0,1,https://db.cngb.org/pop/gmgd/,200,,,,2024-06-17,"Key Laboratory of Endemic and Ethnic Diseases, Ministry of Education and Key Laboratory of Medical Molecular Biology of Guizhou Province, Collaborative Innovation Center for Prevention and Control of Endemic and Ethnic Regional Diseases Co-constructed by the Province and Ministry, Guizhou Medical University, Guiyang, 550004, Guizhou, China.","He Y, Jin X, Lei C, Li R, Li X, Luo F, Luo Y, Qi X, Shan K, Wan C, Xiao D, Zeng S, Zhang T, Zhao A","32360154, FZSW-2022-001, [(2019) 2807]","Guizhou Medical University, Major Scientific and Technological Special Project of Guizhou Province, Ministry of Education, National Natural Science Foundation of China, the project of Key Laboratory of Endemic and Ethnic Diseases",2.0,"Andorra, China",GMGD,ok,A comprehensive whole genome database of ethnic minority populations.,2022-2025,,,,,False
CAPITALIZED,35561185,TCGA,0.0,tcga,0.0,the cancer genome atlas,0.0,1,https://portal.gdc.cancer.gov/,200,,,,2022-05-01,"Center for Applied Statistics, School of Statistics, Statistical Consulting Center, and RSS and China-Re Life Joint Lab on Public Health and Risk Management, Renmin University of China, Beijing 100872, China.","Li Y, Ma S, Wu M, Xu S","12071273, CA204120, R01 CA204120","Major Innovation &amp; Planning Interdisciplinary Platform for the ‘Double-First Class’ Initiative, NCI NIH HHS, National Institutes of Health, National Natural Science Foundation of China, Platform of Public Health &amp; Disease Control and Prevention, Renmin University of China, Shanghai Research Center for Data Science and Decision Technology",5.0,"Andorra, China",TCGA,ok,Network-based cancer heterogeneity analysis incorporating multi-view of prior information.,2022-2025,,,,,False
"CAPITALIZED,DISAMBIGUATED",37953362,mddb,0.0,mddb,0.0,bioexcel,0.0,1,https://bioexcel-cv19.bsc.es/#/,200,,,,2024-01-01,"Institute for Research in Biomedicine (IRB Barcelona). The Barcelona Institute of Science and Technology, Barcelona, Spain.","Beltrán D, Gelpí JL, Hospital A, Orozco M","101093290, 101094651, 823830, European and national (Spanish) projects","BioExcel Centre of Excellence for Computational Biomolecular Research, European Union",19.0,"Andorra, Spain",MDDB (bioexcel-cv19),ok,"A new paradigm for molecular dynamics databases: the COVID-19 database, the legacy of a titanic community effort.",2022-2025,NO,YES,HIGH,HAS_BRACKETS,False
