pmid,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,title
36512929,2022-12-01,"Advanced Computation and Data Sciences Division, CSIR-North East Institute of Science and Technology, Jorhat 785006, Assam, India; Academy of Scientific and Innovative Research (AcSIR), Ghaziabad 201002, Uttar Pradesh, India.","Kiewhuo K, Gogoi D, Mahanta HJ, Rawal RK, Das D, S V, Jamir E, Sastry GN",BT/PR40188/BTIS/137/27/2021,"Department of Biotechnology, Department of Science and Technology, Ministry of Science and Technology, India",10,OSADHI - An online structural and analytics based database for herbs of India.
36847450,2023-03-01,"Bioinformatics and Systems Biology Graduate Program, Department of Bioengineering, University of California San Diego, La Jolla, CA 92093, USA.","Massarat AR, Lamkin M, Reeve C, Williams AL, D'Antonio M, Gymrek M","R35GM133805, R35GM133805","NIH HHS, National Institutes of Health",10,Haptools: a toolkit for admixture and haplotype analysis.
35179566,2022-04-01,"Department of Bioinformatics and Genomics, University of North Carolina at Charlotte, Charlotte, NC 28223, USA.","Shanbhag S, Patil R, Zahara N, Shetty C, Weidenhammer R, Watharkar S, Tambvekar P, Badzuh PP, Dias C, Vankayala N, Kulkarni P, Vallapureddy C, Kulkarni S, Nikhare P, Freese NH, Loraine AE","R01 GM103463, R35 GM139609, R35GM139609, R01GM103463","NIGMS NIH HHS, NIGMS NIH HHS, United States National Institutes of Health, United States National Institutes of Health",0,Integrated Genome Browser App Store.
37831073,2024-01-01,"Key Laboratory for Bio-Electromagnetic Environment and Advanced Medical Theranostics, School of Biomedical Engineering and Informatics, Nanjing Medical University, Nanjing, China.","Cao C, Shao M, Zuo C, Kwok D, Liu L, Ge Y, Zhang Z, Cui F, Chen M, Fan R, Ding Y, Jiang H, Wang G, Wang G, Zou Q","62102068, 62231013","National Natural Science Foundation of China, National Natural Science Foundation of China",10,RAVAR: a curated repository for rare variant-trait associations.
37158278,2023-07-01,"Department of Bioinformatics and Systems Biology, College of Life Science and Technology, Huazhong University of Science and Technology, Wuhan430074, China.","Chen M, Zhang W, Gou Y, Xu D, Wei Y, Liu D, Han C, Huang X, Li C, Ning W, Peng D, Xue Y","2022YFC2704300, 31930021, 31970633, 81701567, 2021YFF0702000, 2021CFA005, 2021ZD0201300","National Key R&amp;D Program of China, Natural Science Foundation of China, Natural Science Foundation of China, Natural Science Foundation of China, Research Core Facilities for Life Science, National Key R&amp;D Program of China, Hubei Innovation Group Project, National Key R&amp;D Program of China",62,GPS 6.0: an updated server for prediction of kinase-specific phosphorylation sites in proteins.
37941124,2024-01-01,"Ontario Institute for Cancer Research, Toronto, ON M5G0A3, Canada.","Milacic M, Beavers D, Conley P, Gong C, Gillespie M, Griss J, Haw R, Jassal B, Matthews L, May B, Petryszak R, Ragueneau E, Rothfels K, Sevilla C, Shamovsky V, Stephan R, Tiwari K, Varusai T, Weiser J, Wright A, Wu G, Stein L, Hermjakob H, D'Eustachio P","U24 HG011851, U24 HG012198, U24HG012198, U54GM114833, U01CA239069, U41HG003751, U54 GM114833, U01 CA239069, U41 HG003751, U41HG003751, U24HG011851","NHGRI NIH HHS, NHGRI NIH HHS, National Institutes of Health, National Institutes of Health, National Institutes of Health, NIH HHS, NIGMS NIH HHS, European Bioinformatics Institute, NCI NIH HHS, NHGRI NIH HHS, National Institutes of Health, University of Toronto, National Institutes of Health",667,The Reactome Pathway Knowledgebase 2024.
36399503,2023-01-01,"Nebraska Food for Health Center, Department of Food Science and Technology, University of Nebraska, Lincoln, NE 68588, USA.","Zheng J, Hu B, Zhang X, Ge Q, Yan Y, Akresi J, Piyush V, Huang L, Yin Y","R21 AI171952, R01 GM140370, R21AI171952, R01GM140370, 58-8042-9–089, DBI-1933521","NIAID NIH HHS, NIGMS NIH HHS, National Institutes of Health, National Institutes of Health, United States Department of Agriculture, National Science Foundation",52,dbCAN-seq update: CAZyme gene clusters and substrates in microbiomes.
39149420,2024-08-01,"State Key Laboratory of Pharmaceutical Biotechnology, Medical School, Nanjing University, Nanjing, Jiangsu, China.","Zhang Z, Pan Y, Hussain W, Chen G, Li E",,National Natural Science Foundation of China,5,"BBSdb, an open resource for bacterial biofilm-associated proteins."
36991341,2023-03-29,"School of Electrical Engineering, Computing and Mathematical Sciences, Curtin University, Perth, Australia.","Shim C, Kim W, Nguyen TTD, Kim DY, Choi YS, Chung YD","IITP-2022-2020-0-01819, NRF-2021R1A6A1A13044830, NRF-2021R1A6A1A13044830","Ministry of Science and ICT, South Korea, National Research Foundation of Korea (NRF), National Research Foundation of Korea",2,CellTrackVis: interactive browser-based visualization for analyzing cell trajectories and lineages.
36217386,2022-10-05,"Department of Bioinformatics, School of Chemical and Biotechnology, SASTRA University, Thanjavur, Tamil Nadu, India.","Babu P, Palaniappan A",EMR/2017/000470,"Science and Engineering Research Board, DST India",2,miR2Trait: an integrated resource for investigating miRNA-disease associations.
35637632,2022-05-30,"Institute of Crop Science & Institute of Bioinformatics, Zhejiang University, Hangzhou 310058, China; Shandong (Linyi) Institute of Modern Agriculture of Zhejiang University, Linyi 310014, China.","Xu X, Du T, Mao W, Li X, Ye CY, Zhu QH, Fan L, Chu Q","31871589, BX20200301, 91740108, 32101729","National Natural Science Foundation of China, National Postdoctoral Program for Innovative Talents, National Natural Science Foundation of China, National Natural Science Foundation of China",12,PlantcircBase 7.0: Full-length transcripts and conservation of plant circRNAs.
35500907,2022-05-02,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, Maryland 20894, United States.","Alves G, Ogurtsov A, Karlsson R, Jaén-Luchoro D, Piñeiro-Iglesias B, Salvà-Serra F, Andersson B, Moore ERB, Yu YK","ZIA LM092404, ZIA LM092404","Intramural NIH HHS, U.S. National Library of Medicine, Center for Antibiotic Resistance Research, University of Gothenburg",10,Identification of Antibiotic Resistance Proteins via MiCId's Augmented Workflow. A Mass Spectrometry-Based Proteomics Approach.
35227289,2022-02-28,"Department of Bioinformatics-BiGCaT, NUTRIM, Maastricht University, Maastricht, The Netherlands. a.ammar@maastrichtuniversity.nl.","Ammar A, Cavill R, Evelo C, Willighagen E",,,9,PSnpBind: a database of mutated binding site protein-ligand complexes constructed using a multithreaded virtual screening workflow.
35789323,2022-07-04,"MRC London Institute of Medical Sciences, London, UK.","Baranasic D, Hörtenhuber M, Balwierz PJ, Zehnder T, Mukarram AK, Nepal C, Várnai C, Hadzhiev Y, Jimenez-Gonzalez A, Li N, Wragg J, D'Orazio FM, Relic D, Pachkov M, Díaz N, Hernández-Rodríguez B, Chen Z, Stoiber M, Dong M, Stevens I, Ross SE, Eagle A, Martin R, Obasaju O, Rastegar S, McGarvey AC, Kopp W, Chambers E, Wang D, Kim HR, Acemel RD, Naranjo S, Łapiński M, Chong V, Mathavan S, Peers B, Sauka-Spengler T, Vingron M, Carninci P, Ohler U, Lacadie SA, Burgess SM, Winata C, van Eeden F, Vaquerizas JM, Gómez-Skarmeta JL, Onichtchouk D, Brown BJ, Bogdanovic O, van Nimwegen E, Westerfield M, Wardle FC, Daub CO, Lenhard B, Müller F","BB/L00741X/1, MC_UP_1605/10, U24 HG002659, 106954/Z/15/Z, 106955/Z/15/Z, APR3\1017, BB/N023358/1, BB/R015457/1, P61715, 643062, UD99999945, 106955, MC_EX_MR/S300007/1, MC_UP_1102/1, P61715","Biotechnology and Biological Sciences Research Council, Medical Research Council, NHGRI NIH HHS, Wellcome Trust, Wellcome Trust, Academy of Medical Sciences, Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, EC | Horizon 2020 Framework Programme, Medical Research Council, Wellcome Trust, Medical Research Council, Medical Research Council, RCUK | Biotechnology and Biological Sciences Research Council, Rutherford Fund",64,Multiomic atlas with functional stratification and developmental dynamics of zebrafish cis-regulatory elements.
39714020,2024-12-23,"Department of Molecular Biology, Cellular Biology, Biochemistry, Brown University, Providence, United States.","Emura N, Wavreil FDM, Fries A, Yajima M","R01 GM126043, 1R01GM126043-01, 1R01GM126043-01, IOS-1940975","NIGMS NIH HHS, NIGMS NIH HHS, National Institute of General Medical Sciences, National Science Foundation",1,The evolutionary modifications of a GoLoco motif in the AGS protein facilitate micromere formation in the sea urchin embryo.
40381983,2025-05-15,"The Province and Ministry Co-sponsored Collaborative Innovation Center for Medical Epigenetics, State Key Laboratory of Experimental Hematology, Tianjin Key Laboratory of Inflammatory Biology, Department of Bioinformatics, School of Basic Medical Sciences, Tianjin Medical University, Tianjin 300070, China.","He T, Yang X, Tong Y, Liu X, Wei Y, Wang W, Yuan J, Wang Y, Yang Y","32100534, 24JCYBJC00960, 32470721","National Natural Science Foundation of China, Tianjin Medical University, Natural Science Foundation of Tianjin Municipality, National Natural Science Foundation of China",1,PerturbSeq.db: An Integrated Repository for Comprehensive Analysis of Single-cell Perturbation Data.
38944368,2024-06-27,"Department of Biological Sciences, Bose Institute, Kolkata, 700091, India.","Das J, Bhattacharjee S, Saha S","DBT/2020/BOSE/1339, BT/PR40174/BTIS/137/45/2022","Department of Biological Sciences, University of Cincinnati, Ministry of Science and Technology of the People&amp;apos;s Republic of China, Department of Biotechnology, Bose Institute",0,mitoPADdb: A database of mitochondrial proteins associated with diseases.
39112918,2024-08-07,"CSIR Institute of Genomics and Integrative Biology (CSIR-IGIB) Mathura Road, Delhi, 110025, India.","Vatsyayan A, Imran M, Bhardwaj J, Vr A, Agrawal SJ, Saikia BJ, Senthivel V, Pandhare K, Bhoyar RC, Divakar MK, Mishra A, Jolly B, Trehan S, Sivasubbu S, Scaria V",CNP-0007,"Council of Scientific and Industrial Research, India",1,"Understanding the variant landscape, and genetic epidemiology of Multiple Endocrine Neoplasia in India."
38468111,2024-03-11,"School of Veterinary Science, The University of Queensland, Gatton, Queensland, Australia.","Paramasivan S, Ashick M, Dudley KJ, Satake N, Mills PC, Sadowski P, Nagaraj SH",,,0,"VPBrowse: Genome-based representation of MS/MS spectra to quantify 10,000 bovine proteins."
39693568,2024-12-01,"School of Life Sciences and Engineering, Southwest Jiaotong University, No.111, North 1st Section of Second Ring Road, Chengdu, Sichuan 610031, China.","Wang W, Zhao X, Ma T, Zhong T, Zheng J, Guo Z","2682023ZTPY071, 24ZDYF0889, 2022NSFSC0779","Basic Research Cultivation Support Program of Fundamental Research Funds for the Central Universities, Key research and development project of Sichuan Science and Technology Department, Sichuan Science and Technology Program",0,scEccDNAdb: an integrated single-cell eccDNA resource for human and mouse.
38709889,2024-07-01,"School for Life Science and Technology, Hanze University of Applied Sciences, 9747 AS Groningen, The Netherlands.","Scholten NR, Haandrikman D, Tolhuis JO, Morandi E, Incarnato D","101124787, 101124787, RNAStrEnD, 101124787, RNAStrEnD, OCENW.XS22.1.015","European Research Council, Horizon Europe—European Research Council, University of Groningen, Horizon Europe-European Research Council, Dutch Research Council (NWO)",3,SHAPEwarp-web: sequence-agnostic search for structurally homologous RNA regions across databases of chemical probing data.
39540421,2025-01-01,"Clinical Bioinformatics, Center for Bioinformatics, Saarland University, 66123 Saarbrücken, Germany.","Rishik S, Hirsch P, Grandke F, Fehlmann T, Keller A",466168626,"Saarland University, Deutsche Forschungsgemeinschaft",30,miRNATissueAtlas 2025: an update to the uniformly processed and annotated human and mouse non-coding RNA tissue atlas.
36309134,2022-10-26,"Department of Biotechnology, Bhupat and Jyoti Mehta School of Biosciences, Indian Institute of Technology Madras, Chennai 600 036, India.","Ridha F, Kulandaisamy A, Michael Gromiha M",,,10,MPAD: A Database for Binding Affinity of Membrane Protein-protein Complexes and their Mutants.
40240925,2025-04-16,"Department of Computer Science and Biomedical Informatics, University of Thessaly, 35131, Lamia, Greece.","Manios GA, Michailidi A, Kontou PI, Bagos PG",TAEDR-0539180,European Union -NextGenerationEU,0,PRED-LD: efficient imputation of GWAS summary statistics.
36592044,2023-01-01,"Department of Biochemistry and Molecular Biology, Universitat Autònoma de Barcelona, Barcelona 08193, Spain.","Vandelli A, Arnal Segura M, Monti M, Fiorentino J, Broglia L, Colantoni A, Sanchez de Groot N, Torrent Burgas M, Armaos A, Tartaglia GG","727658, IASIS_727658, 855923, INFORE_825080","European Research Council, European Research Council, European Research Council, European Research Council",5,The PRALINE database: protein and Rna humAn singLe nucleotIde variaNts in condEnsates.
38752486,2024-07-01,"College of Computer and Information Engineering, Dezhou University, Dezhou City 253023, China.","Li Z, Qu N, Zhou J, Sun J, Ren Q, Meng J, Wang G, Wang R, Liu J, Chen Y, Zhang S, Zheng M, Li X","2022M720153, E2G805H, 2022YFC3400504, 2023296, 82204278, T2225002, 82273855","China Postdoctoral Science Foundation, Traditional Chinese Medicine Innovation Joint Research Program, National Key Research and Development Program of China, Youth Innovation Promotion Association CAS, Shanghai Municipal Science and Technology Major Project, National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China",5,KinomeMETA: a web platform for kinome-wide polypharmacology profiling with meta-learning.
37481260,2023-07-01,"Department of Algal Development and Evolution, Max Planck Institute for Biology Tubingen, Tubingen, Germany.","Lipinska AP, Krueger-Hadfield SA, Godfroy O, Dittami SM, Ayres-Ostrock L, Bonthond G, Brillet-Guéguen L, Coelho S, Corre E, Cossard G, Destombe C, Epperlein P, Faugeron S, Ficko-Blean E, Beltrán J, Lavaut E, Le Bars A, Marchi F, Mauger S, Michel G, Potin P, Scornet D, Sotka EE, Weinberger F, Cabral de Oliveira M, Guillemin ML, Plastino EM, Valero M",864038,European Research Council,6,The Rhodoexplorer Platform for Red Algal Genomics and Whole-Genome Assemblies for Several Gracilaria Species.
36467581,2022-11-12,"Center for Bioinformatics and Computational Biology, and the Institute of Biomedical Sciences, School of Life Sciences, East China Normal University, Shanghai 200241, China.","Zhou J, Ouyang J, Gao Z, Qin H, Jun W, Shi T",,National Natural Science Foundation of China,12,MagMD: Database summarizing the metabolic action of gut microbiota to drugs.
