"pmid","title","has_url","is_false_positive","confidence","reason","consol_agent_agree","consol_is_fp","consol_reason"
"26016777","SeqGL Identifies Context-Dependent Binding Signals in Genome-Wide Regulatory Element Maps.","True","Y","medium","Title emphasizes identification methodology though includes data component.","N","N","Has URL and no strong FP indicators"
"24082050","yApoptosis: yeast apoptosis database.","True","N","high","Title explicitly names a database.","Y","",""
"32163115","The Glycine Receptor Allosteric Ligands Library (GRALL).","True","N","high","Title describes a library/database of ligands.","Y","",""
"30820573","PASS2 version 6: a database of structure-based sequence alignments of protein domain superfamilies in accordance with SCOPe.","False","N","high","Title explicitly names a database despite lacking URL.","Y","",""
"26678566","YAGM: a web tool for mining associated genes in yeast based on diverse biological associations.","True","Y","medium","Title emphasizes 'tool for mining' suggesting methodology focus.","Y","",""
"34538772","GenOrigin: A comprehensive protein-coding gene origination database on the evolutionary timescale of life.","True","N","high","Title explicitly names a database.","Y","",""
"31724711","The SCOP database in 2020: expanded classification of representative family and superfamily domains of known protein structures.","True","N","high","Title explicitly names a database.","Y","",""
"32679065, 32707486","A Manually Curated Database on Clinical Studies Involving Cell Products Derived from Human Pluripotent Stem Cells.","True","N","high","Title explicitly describes a curated database.","Y","",""
"29145608","MeDReaders: a database for transcription factors that bind to methylated DNA.","True","N","high","Title explicitly names a database.","Y","",""
"33994075","A Review of the Literature Organized Into a New Database: RHeference.","True","N","high","Title explicitly names a database though also review component.","Y","",""
"26578596","HPMCD: the database of human microbial communities from metagenomic datasets and microbial reference genomes.","True","N","high","Title explicitly names a database.","Y","",""
"32055858","GREG-studying transcriptional regulation using integrative graph databases.","True","N","high","Title describes study using graph databases as resource.","Y","",""
"23095476","The Hawaiian Freshwater Algal Database (HfwADB): a laboratory LIMS and online biodiversity resource.","True","N","high","Title explicitly names a database.","Y","",""
"26635364","Wasabi: An Integrated Platform for Evolutionary Sequence Analysis and Data Visualization.","True","Y","medium","Title emphasizes platform for analysis/visualization though includes data component.","N","N","Has URL and no strong FP indicators"
"23193292","NPIDB: Nucleic acid-Protein Interaction DataBase.","True","N","high","Title explicitly names a database.","Y","",""
"29177508","MVP: a microbe-phage interaction database.","True","N","high","Title explicitly names a database.","Y","",""
"22493537","BacterialLectinDb: An integrated bacterial lectin database.","True","N","high","Title explicitly names a database.","Y","",""
"32596782","The Human Gene Mutation Database (HGMD<sup>®</sup>): optimizing its use in a clinical diagnostic or research setting.","False","Y","medium","Title emphasizes optimizing use of database not the database itself.","N","N","Title contains database/resource keyword indicating data collection"
"33552037","BioMaster: An Integrated Database and Analytic Platform to Provide Comprehensive Information About BioBrick Parts.","True","N","high","Title names an integrated database.","Y","",""
"26827236","OGDD (Olive Genetic Diversity Database): a microsatellite markers' genotypes database of worldwide olive trees for cultivar identification and virgin olive oil traceability.","True","N","high","Title explicitly names a database.","Y","",""
"25993562","RulNet: A Web-Oriented Platform for Regulatory Network Inference, Application to Wheat -Omics Data.","False","Y","high","Title describes a platform for network inference not a data repository.","Y","",""
"33306800","CEG 2.0: an updated database of clusters of essential genes including eukaryotic organisms.","True","N","high","Title explicitly names a database.","Y","",""
"22080561","GABI-Kat SimpleSearch: new features of the Arabidopsis thaliana T-DNA mutant database.","True","N","high","Title explicitly names a database.","Y","",""
"22238269","GROMACS molecule & liquid database.","True","N","high","Title explicitly names a database.","Y","",""
"34485385","Fuzzle 2.0: Ligand Binding in Natural Protein Building Blocks.","True","N","medium","Title suggests database though not explicitly stated.","Y","",""
"24391364","MAPS Database: Medicinal plant Activities, Phytochemical and Structural Database.","True","N","high","Title explicitly names a database.","Y","",""
"22080565","modMine: flexible access to modENCODE data.","True","N","high","Title describes access to modENCODE data repository.","Y","",""
"28481528","PubChemQC Project: A Large-Scale First-Principles Electronic Structure Database for Data-Driven Chemistry.","True","N","high","Title explicitly names a database.","Y","",""
"31796964","Plant Regulomics Portal (PRP): a comprehensive integrated regulatory information and analysis portal for plant genomes.","True","N","high","Title describes a portal for regulatory data.","Y","",""
"34195963","Constructing CircRNA-miRNA-mRNA Regulatory Networks by Using GreenCircRNA Database.","False","Y","high","Title emphasizes constructing networks using a database not the database itself.","N","N","Title contains database/resource keyword indicating data collection"
"24234003","footprintDB: a database of transcription factors with annotated cis elements and binding interfaces.","True","N","high","Title explicitly names a database.","Y","",""
"33381847","MirCure: a tool for quality control, filter and curation of microRNAs of animals and plants.","True","Y","high","Title describes a tool for QC/filtering not a data repository.","Y","",""
"29069466","MGA repository: a curated data resource for ChIP-seq and other genome annotated data.","True","N","high","Title contains 'repository' indicating data storage.","Y","",""
"25536965","MACE: mutation-oriented profiling of chemical response and gene expression in cancers.","True","N","medium","Title suggests database though emphasizes profiling.","Y","",""
"28985418","The SysteMHC Atlas project.","True","N","high","Title contains 'atlas' indicating curated data collection.","Y","",""
"31410491","The ABCD database: a repository for chemically defined antibodies.","True","N","high","Title explicitly names a database and repository.","Y","",""
"34296749","circExp database: an online transcriptome platform for human circRNA expressions in cancers.","True","N","high","Title explicitly names a database.","Y","",""
"23550210","Integrative analysis of complex cancer genomics and clinical profiles using the cBioPortal.","True","N","high","Title describes portal for genomic data integration.","Y","",""
"24558125","Mantra 2.0: an online collaborative resource for drug mode of action and repurposing by network analysis.","True","N","high","Title describes a resource for drug data.","Y","",""
"31586406, 34427650","YEASTRACT+: a portal for cross-species comparative genomics of transcription regulation in yeasts.","True","N","high","Title describes a portal for genomic data.","Y","",""
