"extracted_name","extracted_long","extracted_url","baseline_name","baseline_long","baseline_url","score","signals","signal_count","edit_distance","same_domain","confidence","is_match","review_flags","conflict_resolved"
"CELL5M","Community Elevation and Land-use database for 5-minute grid cells","","CELLX","Cell Index Database","http://cellx.sourceforge.net","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BIONDA","Biomarker Database","http://bionda.mpc.ruhr-uni-bochum.de","BIND","Biomolecular Interaction Network Database","http://download.baderlab.org/BINDTranslation","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PlanNET","Planarian Interactome Network","https://compgen.bio.ub.edu/PlanNET","PLANEX","PLAnt co-EXpression database","http://planex.plantbioinformatics.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CiteAb","Antibody Citation Database","","CIPEMAB","nan","http://www.citogenetica.ufes.br","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"IntegromeDB","Integrome Database","http://www.integromedb.org","InterStoreDB","nan","http://www.interstoredb.org","0.6","URL_SIM_0.84","1","4","False","LOW","N","",""
"PlantcircBase","PlantcircBase","","circBase","nan","http://www.circbase.org","0.6","CONTAINS_0.6","1","5","False","LOW","N","",""
"sdAb-DB","Single Domain Antibody Database","http://www.sdab-db.ca","SDADB","nan","http://sda.denglab.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PRED+CT","Patient Repository for EEG Data plus Computational Tools","","PREDICTS","nan","http://www.predicts.org.uk","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"Loqusdb","Local Observations Quantitative Database","","LOTUS-DB","nan","http://lotus-db.wbgcas.cn","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BRASERO","Benchmarking RNA Secondary Structure Comparison Resource","","ASER","Animal Sex Reversal Database","http://aser.ihb.ac.cn","0.6","EDIT_DIST_3, CONTAINS_0.3","2","3","False","LOW","N","",""
"BioFNet","Biological Functional Network Database","","BiomeNet","nan","http://kobic.re.kr/biomenet","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CPTAC","Clinical Proteomic Tumor Analysis Consortium Data Portal","","CPCat","Chemical/Product Categories Database","http://actor.epa.gov/cpcat","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CEDAT","Complex Emergency Database","","CEGA","Conserved Elements from Genomic Alignments","http://cega.ezlab.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"RMgmDB","Rodent Malaria Genetically Modified Database","http://www.pberghei.eu","RMDB","Mapping DataBase","http://rmdb.stanford.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ProTrack","Proteogenomics Track Browser","http://ccrcc.cptac-data-view.org","ProNetView-ccRCC","nan","http://ccrcc.cptac-network-view.org","0.6","URL_SIM_0.83","1","11","False","LOW","N","",""
"ReCCaP","Repository for Caribbean Cancer Publications","","ReMap","nan","http://remap.univ-amu.fr","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"cRFP","Common Repository of Fetal Bovine Serum Proteins","","CRN","Cancer RNA-Seq Nexus","http://syslab4.nchu.edu.tw/CRN","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PlantFAdb","Plant Fatty Acid Database","","PlantTFDB","nan","http://planttfdb.cbi.pku.edu.cn/, http://plantregmap.cbi.pku.edu.cn","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"WikiGWA","Wiki Genome-Wide Association Database","http://www.wikiGWA.org","Wikidata","nan","http://www.wikidata.org","0.6","EDIT_DIST_3, URL_SIM_0.78","2","3","False","LOW","N","",""
"GREAT","Genome Regulatory Architecture Tools","http://www.greatdatabase.org.uk","GREG","The Gene Regulation Graph Database","http://mora-lab.github.io/projects/greg.html","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PICEAdatabase","Picea Omics and Phenotypic Database","","Database","Database","http://www.plantenergy.uwa.edu.au/applications/mpic","0.6","CONTAINS_0.6","1","5","False","LOW","N","",""
"DRIM","Drug Response Investigation and Modeling System","http://biohealth.snu.ac.kr/software/DRIM/","DREAM","Drug Response Gene Expression Associated Map","http://bio-big-data.cn:8080/DREAM","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"KRKB","Korean Rare Disease Knowledge Base","http://www.snubi.org/software/raredisease/","KRGDB","Korean Reference Genome Database","http://coda.nih.go.kr/coda/KRGDB/index.jsp","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"IMID","Integrated Molecular Interaction Database","http://www.integrativebiology.org","IMPC","nan","http://www.mousephenotype.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CUPP","Conserved Unique Peptide Patterns Platform","https://cupp.info","CuAS","nan","http://cmb.bnu.edu.cn/alt_iso/index.php","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"DAWN","Diversity Among Wheat geNomes","","DaTo","nan","http://bis.zju.edu.cn/DaTo","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"UnoViS","Unobtrusive Vital Signs Database","","UniVIO","Uniformed Viewer for Integrated Omics","http://univio.psc.riken.jp","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PMDM","Portal of Medical Data Models","https://medical-data-models.org","PMP","Protein Model","http://www.proteinmodelportal.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"DABAM","Database of X-ray Mirrors Metrology","","DAA","Ageing Atlas","http://ageing-map.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"SYNS","Southampton-York Natural Scenes Dataset","https://syns.soton.ac.uk","SynGO","nan","http://syngoportal.org, http://geneontology.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PRINTS","Protein Fingerprint Database","http://www.bioinf.manchester.ac.uk/dbbrowser/PRINTS/","PRIMOS","Protein Interaction and Molecule Search","http://primos.fh-hagenberg.at","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"WGDB","Wood Gene Database","http://www.wgdb.in","WGVD","Wheat Genome Variation Database","http://animal.nwsuaf.edu.cn/code/index.php/Wheat","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"Ligandbook","Ligand Force Field Repository","https://ligandbook.org","LigandBox","nan","http://ligandbox.protein.osaka-u.ac.jp/ligandbox","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"SOLID","Similar Object and Lure Image Database","","SoyTD","Soybean transporter database","http://artemis.cyverse.org/soykb_dev/SoyTD","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PIIP","Pathology Image Informatics Platform","http://pathiip.org","PINA","Protein Interaction Network Analysis","http://cbg.garvan.unsw.edu.au/pina","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"dbCRY","Cryptochrome Database","http://www.dbcryptochrome.org/","dbCoRC","nan","http://dbcorc.cam-su.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"NewProt","New Protein Engineering Portal","http://newprot.cmbi.umcn.nl/","neXtProt","nan","http://www.nextprot.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CanDL","Cancer Driver Log","","CATdb","nan","http://urgv.evry.inra.fr/CATdb","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"iMonDB","Instrument Monitoring Database","","ImtRDB","nan","http://bioinfodbs.kantiana.ru/ImtRDB","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"NPRDD","National Platform for Rare Diseases Data Registry","","NPIDB","Nucleic acid-Protein Interaction DataBase","http://npidb.belozersky.msu.ru","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"STEP","Safety and Toxicity of Excipients for Paediatrics","","STAB","Spatio-Temporal cell Atlas of the human Brain","http://stab.comp-sysbio.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BASS","Bicolor Affective Silhouettes and Shapes","https://osf.io/anej6/","BARD","BioAssay Research Database","http://bard.nih.gov","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"TsTKb","Target-Specific Toxicity Knowledgebase","","TSdb","nan","http://tsdb.cbi.pku.edu.cn","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"g2pDB","Genomic to Protein Database","","GPDE","Griss Proteomics Database Engine","http://gpde.sourceforge.net","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MedGen","Medical Genetics Portal","","MelGene","nan","http://www.melgene.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PacTrac","Pacific Tracker Diet and Physical Activity Assessment Tool","https://nappactrac31.ctahr.hawaii.edu/default.htm","PATRIC","Center","http://www.patricbrc.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ZFLNC","Zebrafish Long Non-Coding RNA Database","","ZFIN","Zebrafish Model Organism Database","http://zfin.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"RDmap","Rare Disease Map","http://rdmap.nbscn.org","RDP","Ribosomal Database Project","http://rdp.cme.msu.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PHND","Pashtu Handwritten Numerals Database","","PhIN","protein pharmacology interaction network database","http://cadd.pharmacy.nankai.edu.cn/phin","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"EWET","Echinococcus Genetic Analysis Collection","","EWAS","nan","http://bigd.big.ac.cn/ewas/datahub","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CUBAP","Codon Usage Bias Analysis Portal","https://cubap.byu.edu","CuAS","nan","http://cmb.bnu.edu.cn/alt_iso/index.php","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PCIR","Plant Chloroplast Inverted Repeats database","","PCD","Pancreatic Cancer Database","http://www.pancreaticcancerdatabase.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PDE3","Prescribable Drugs for Epilepsy Database","http://www.liverpool.ac.uk/D3RE/PDE3","PDBj","Protein Data Bank Japan","http://pdbj.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BioTIME","biodiversity time series database","","BioImg","nan","http://bioimg.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"NaPLeS","Natural Products Likeness Scorer","","NAPS","Nencki Affective Picture System","http://naps.nencki.gov.pl","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"DRSASP","Dundee Resource for Sequence Analysis and Structure Prediction","http://www.compbio.dundee.ac.uk/drsasp.html","DRAMP","Data Repository of Antimicrobial Peptides","http://dramp.cpu-bioinfor.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"GlyCosmos","GlyCosmos Portal","","GlycoMob","nan","http://www.glycomob.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PamulDB","Pasteurella multocida genomic resource database","","PAmiRDB","nan","http://bioinfo.icgeb.res.in/pamirdb","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"IMSR","International Mouse Strain Resource","","IMPC","nan","http://www.mousephenotype.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"GenoLIB","Genomic Library Database","","GeneLab","nan","http://genelab.nasa.gov","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"NoGO","Negative Gene Ontology Database","","NORM","nan","http://www.nirs.go.jp/db/anzendb/NORMDB/ENG/index.php","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"EUAdb","COVID-19 Test Database","","euL1db","nan","http://euL1db.unice.fr","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MALD","Massive Auditory Lexical Decision Database","","MAPS","Medicinal plant Activities","http://www.mapsdatabase.com","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MAREA","Accelerometer-based Gait Event Database","","MANET","metabolic Molecular Ancestry Networks","http://manet.illinois.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MetaTREE","Metabolic Tree Database","","MetaRef","nan","http://metaref.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"IRAM","virus capsid database","","IRD","Influenza Research Database","http://www.fludb.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"FragSAD","Fragment Species Abundance Database","","GSAD","Genome Size in Asteraceae Database","http://www.asteraceaegenomesize.com","0.6","EDIT_DIST_3, CONTAINS_0.3","2","3","False","LOW","N","",""
"GenDiS","protein domain superfamilies database","","GEDS","Expression Display Server","http://bioinfo.life.hust.edu.cn/web/GEDS","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"IMACS","Insertion Marker Collection of Sz. japonicus","","IMPC","nan","http://www.mousephenotype.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BFDb","BioFragment Database","","BFGR","Biofuel Feedstock Genomics Resource","http://bfgr.plantbiology.msu.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"TAED","The Adaptive Evolution Database","","TAIR","Arabidopsis Information Resource","http://arabidopsis.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PI1M","Polymer Informatics Database","","PINA","Protein Interaction Network Analysis","http://cbg.garvan.unsw.edu.au/pina","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PlantPReS","Plant Proteome Response to Stress Database","http://www.proteome.ir","PlantPIs","nan","http://www.plantpis.ba.itb.cnr.it","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PeMtb","Peptide Mycobacterium Tuberculosis Database","http://www.pemtb-amu.org","pE-DB","nan","http://pedb.vib.be","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"MitiGate","Mitigation Gateway Database","","miRGate","nan","http://mirgate.bioinfo.cnio.es, http://mirgate.bioinfo.cnio.es/API","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"YeasTSS","Yeast Transcription Start Site Database","http://www.yeastss.org","YeastIP","nan","http://genome.jouy.inra.fr/yeastip","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ePGA","Electronic Pharmacogenomics Assistant","http://www.epga.gr/","EPSD","eukaryotic phosphorylation site database","http://epsd.biocuckoo.cn","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"BIOPYDB","Biochemical Pathway Database","","BioPepDB","nan","http://bis.zju.edu.cn/biopepdbr","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"tcTKB","Targeted Cancer Toxicity Knowledge Base","","TCRdb","nan","http://bioinfo.life.hust.edu.cn/TCRdb","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"SAliBASE","Simulated Alignment Database","","SalmoBase","nan","http://www.salmobase.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PPNID","Plant-Parasitic Nematode Identification Database","","PPD","Plasma Proteome Database","http://www.plasmaproteomedatabase.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"DREIMT","Drug Repositioning for Immunomodulation Therapy","http://www.dreimt.org","DREAM","Drug Response Gene Expression Associated Map","http://bio-big-data.cn:8080/DREAM","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"HADA","Hereditary Angioedema Database","","HAGR","Human Ageing Genomic Resources","http://genomics.senescence.info","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"HASP","Hemagglutinin Structural Visualization Database","","HAGR","Human Ageing Genomic Resources","http://genomics.senescence.info","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"GENSAT","Gene Expression Nervous System Atlas Database","","GENT","Gene Expression database of Normal and Tumor tissues","http://medicalgenome.kribb.re.kr/GENT/, http://genome.kobic.re.kr/GENT","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"CCHIC","Critical Care Health Informatics Collaborative","","CCSI","chromatin-chromatin spatial interaction","http://songyanglab.sysu.edu.cn/ccsi","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"GCOD","GeneChip Oncology Database","","GC4S","nan","http://www.sing-group.org/gc4s","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"lncSLdb","Long Non-Coding RNA Subcellular Localization Database","","lnCeDB","nan","http://gyanxet-beta.com/lncedb","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"dGCR","Database of Gene Co-Regulation","","DGA","Disease and Gene Annotations database","http://dga.nubic.northwestern.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"ProMEX","mass spectral reference database for plant proteomics","","PRIMe","nan","http://prime.psc.riken.jp","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PsORF","Plant Small ORF Database","","PSRN","plant stress RNA-Seq nexus","http://syslab5.nchu.edu.tw/PSRN","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"M5nr","M5nr","","MnM","Minimotif Miner","http://minimotifminer.org, http://mnm.engr.uconn.edu","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"AtIPD","AtIPD","","AtMAD","Arabidopsis thaliana Multi-omics Association Database","http://www.megabionet.org/atmad","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PAIN","brain-imaging repository for pain disorders","","PaVE","Papillomavirus Episteme","http://pave.niaid.nih.gov","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"TCLP","TCLP","http://celllines.tron-mainz.de","TCRD","Central Resource Database","http://juniper.health.unm.edu/tcrd/, http://pharos.nih.gov","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"DADP","DADP","","DaTo","nan","http://bis.zju.edu.cn/DaTo","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"DoCM","DoCM","","DoSA","Database of Structural Alignments","http://bo-protscience.fr/dosa","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"mirCoX","miRNA-mRNA Expression Correlations Database","http://wrenlab.org/mirCoX/","mirEX","nan","http://www.combio.pl/mirex","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"TCSBN","TCSBN","http://inetmodels.com","TCDB","The Transporter Classification Database","http://www.tcdb.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"DFVF","DFVF","","DFL","Fish Library","http://www.digitalfishlibrary.org","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PGRx","Pharmacogenomics Research Network Database","","PGAT","Prokaryotic-genome Analysis Tool","http://nwrce.org/pgat","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"PlantNE","plant biomass database","","PlanMine","nan","http://planmine.mpi-cbg.de","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"AuxV","AuxV","","AURA","Atlas of UTR Regulatory Activity","http://aura.science.unitn.it","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"RiceENCODE","RiceENCODE","","ENCODE","The Encyclopedia of DNA Elements","http://www.encodeproject.org, http://screen.encodeproject.org","0.6","CONTAINS_0.6","1","4","False","LOW","N","",""
"PISO","Plant ISOform sequencing database","","PINA","Protein Interaction Network Analysis","http://cbg.garvan.unsw.edu.au/pina","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
"DRUMS","Disk Repository with Update Management and Select","","DrugR","nan","http://www.drugr.ir","0.6","EDIT_DIST_2","1","2","False","LOW","N","",""
