name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,review_remove,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,best_name_updated,full_name_updated,confidence,notes
TITLE_CAPITALIZED,36532379,DiffBrainNet,0,,0,diffbrainnet,0,1,http://diffbrainnet.psych.mpg.de,200,,,,2022-10-14,"Department of Translational Research in Psychiatry, Max Planck Institute of Psychiatry, Kraepelinstr. 2-10, 80804, Munich, Germany.","Binder EB, Cruceanu C, Gerstner N, Knauer-Arloth J, Krontira AC, Pütz B, Rex-Haffner M, Roeh S, Sauer S, Schmidt MV",,,7,Germany,DiffBrainNet,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,DiffBrainNet,DiffBrainNet,HIGH,No expansion in title
CAPITALIZED,37925080,RPM,0,rpm,0,,0,1,https://ranczlab.github.io/RPM/,200,,,,2023-11-02,"The Francis Crick Institute, Cortical Circuits Laboratory, London NW1 1AT, UK; The Francis Crick Institute, Making Science and Technology Platform, London NW1 1AT, UK.","Cano-Ferrer X, Rancz E, Tran-Van-Minh A","104285/B/14/Z, 747902, CC1077, CC2036, FC001153","Cancer Research UK, Francis Crick Institute, Horizon 2020, Horizon 2020 Framework Programme, Horizon 2020 Marie Skłodowska-Curie Actions, The Francis Crick Institute, UKRI Medical Research Council, Wellcome Trust",4,"Andorra, United Kingdom",RPM,review,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,RPM,RPM,HIGH,No expansion in title
"PIPE_CLEANED,TITLE_CAPITALIZED",34320637,rPanglaoDB,0,,0,rpanglaodb | panglaodb,0,1,https://CRAN.R-project.org/package=rPanglaoDB,200,,,,2022-01-01,"Centre for Molecular Medicine Norway (NCMM), University of Oslo, 0349 Oslo, Norway.","Cai JJ, Kuijjer ML, Osorio D","187615, 801133","European Union's Horizon 2020, European Union’s Horizon 2020, Marie Sklodowska-Curie, Norwegian Research Council, University of Oslo through the Centre for Molecular Medicine Norway (NCMM",10,Norway,rPanglaoDB,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,rPanglaoDB,rPanglaoDB,HIGH,No expansion in title
TITLE_CAPITALIZED,39514415,athisomiRDB,0,,0,athisomirdb,0,1,https://www.nipgr.ac.in/athisomiRDB,200,,,,2024-11-01,"Bioinformatics Laboratory, National Institute of Plant Genome Research (NIPGR), Aruna Asaf Ali Marg, New Delhi 110067, India.","Arya A, Kumar S, Swain SP, Vivek AT","BT/PR40146/BTIS/137/4/2020, BT/PR40160/BTIS/137/64/2023, BT/PR40160/BTIS/137/64/2023 BT/PR40169/BTIS/137/71/2023 BT/PR40261/ BTIS/137/55/2023 PR40146/BTIS/137/4/2020, BT/PR40169/BTIS/137/71/2023, BT/PR40261/BTIS/137/55/2023","DBT, Department of Biotechnology, Government of India, India, Ministry of Science and Technology, and NIPGR, laboratory of S.K.",,India,athisomiRDB,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,athisomiRDB,athisomiRDB,HIGH,No expansion in title
TITLE_CAPITALIZED,39809358,RMethyMD,0,,0,rmethymd,0,1,http://www.tmliang.cn/rnamethy,200,,,,2025-01-12,"State Key Laboratory of Flexible Electronics (LoFE) & Institute of Advanced Materials (IAM), Nanjing University of Posts & Telecommunications, Nanjing, 210023, China.","Gong C, Guo L, He Z, Liang T, Liu J, Ren Y, Wang W, Xiong S, Yu J, Zhang J, Zhao L, Zheng W",,National Natural Science Foundation of China,,China,RMethyMD,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,RMethyMD,RMethyMD,HIGH,No expansion in title
TITLE_CAPITALIZED,35533187,LmTraceMap,0,,0,lmtracemap,0,1,http://lmtracemap.cgu.edu.tw/hua_map/test/upload.php,200,,,,2022-05-09,"Department of Public Health, China Medical University, Taichung, Taiwan.","Chen CC, He JX, Hsieh HY, Lee CC, Lin HH, Liu YY, Yang CH","107-2221-E-182-068-MY2, 110-2221-E-182-048, BMRPF59, CMU110-N-09","Chang Gung Memorial Hospital, China Medical University, Linkou, Ministry of Science and Technology, Taiwan",3,China,LmTraceMap,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,LmTraceMap,LmTraceMap,HIGH,No expansion in title
"PIPE_CLEANED,TITLE_CAPITALIZED",40268234,GPCRchimeraDB,0,,0,gpcrchimeradb | g protein,0,1,https://www.bio2byte.be/gpcrchimeradb/,200,,,,2025-04-21,"Interuniversity Institute of Bioinformatics in Brussels, ULB-VUB, Brussels, Belgium; Structural Biology Brussels, Vrije Universiteit Brussel, Brussels, Belgium; AI Lab, Vrije Universiteit Brussel, Brussels, Belgium.","Crauwels C, Díaz A, Vranken W","G032816N, I000323N","Research Foundation Flanders, Vlaams Supercomputer Centrum, Vlaamse regering",,Belgium,GPCRchimeraDB,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,GPCRchimeraDB,GPCRchimeraDB,HIGH,No expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",38711760,kmerDB,0,kmerdb,0,,0,1,http://www.kmerdb.com,200,,,,2024-04-21,"Institute for Personalized Medicine, Department of Biochemistry and Molecular Biology, The Pennsylvania State University College of Medicine, Hershey, PA, USA.","Aplakidou E, Baltoumas FA, Chan CSY, Chantzi N, Chartoumpekis DV, Das A, Georgakopoulos GC, Georgakopoulos-Soares I, Konnaris MA, Kovac J, Montgomery A, Mouratidis I, Patsakis M, Pavlopoulos GA",T32 GM139786,NIGMS NIH HHS,7,"Andorra, United States",kmerDB,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,kmerDB,kmerDB,HIGH,No expansion in title
TITLE_CAPITALIZED,39219717,ExomiRHub,0,,0,exomirhub,0,1,http://www.biomedical-web.com/exomirhub/,200,,,,2024-08-07,"The Key Laboratory of Advanced Interdisciplinary Studies, The First Affiliated Hospital of Guangzhou Medical University; GMU-GIBH Joint School of Life Sciences, The Guangdong-Hong Kong-Macao Joint Laboratory for Cell Fate Regulation and Diseases, Guangzhou Medical University, Guangzhou 510182, China.","Chan GC, Chen J, Ju Z, Li H, Liang W, Liu Y, Min Z, Mo J, Wei Y, Zhang L, Zhang W",,,2,"Andorra, China, Hong Kong, Macao",ExomiRHub,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,ExomiRHub,ExomiRHub,HIGH,No expansion in title
TITLE_CAPITALIZED,36696595,CaspSites,0,,0,caspsites,0,1,http://www.caspsites.org,200,,,,2023-01-25,"Department of Biochemistry, University of Alberta, Edmonton, Alberta T6G2H7, Canada.","Julien O, Wang H",DGECR-2018-00142,Natural Sciences and Engineering Research Council of Canada,4,Canada,CaspSites,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,CaspSites,CaspSites,HIGH,No expansion in title
TITLE_CAPITALIZED,40186419,mirTarCLASH,0,,0,mirtarclash,0,1,https://cosbi.ee.ncku.edu.tw/MirTarClash,200,,,,2025-04-01,"Department of Biomedical Engineering, National Cheng Kung University, No.1, University Road, Tainan 701, Taiwan.","Lee HC, Lee YH, Li XW, Lu SY, Wu WS, Yang TH","MOST 110-2221-E-006-198-MY3 MOST 112-2221-E-006-129-MY2 NSTC 111-2221-E-006-151-MY3 NSTC 113-2221-E-006-135-MY3, R01 GM132457, R01-GM132457","Miin Wu School of Computing at National Cheng Kung University, Ministry of Education, Ministry of Science and Technology Council of Taiwan, NIGMS NIH HHS, NIH HHS, National Cheng Kung University, Nih, Taiwan",1,,mirTarCLASH,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,mirTarCLASH,mirTarCLASH,HIGH,No expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",39137906,ncStem,0,ncstem,0,,0,1,http://www.nidmarker-db.cn/ncStem/index.html,200,,,,2024-08-01,"College of Bioinformatics Science and Technology, Harbin Medical University, Harbin, Heilongjiang 150081, China.","Jia Y, Liu H, Lv Y, Wang J, Wang S, Xu C, Yang S, Ye A, Zhang N, Zhou H","61801150 61803130 62272139, LH2022C056 LH2023C102","National Natural Science Foundation of China, Natural Science Foundation of Heilongjiang Province",,"Andorra, China",ncStem,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,ncStem,ncStem,HIGH,No expansion in title
TITLE_CAPITALIZED,40170166,LoniComp,0,,0,lonicomp,0,1,http://www.gzybioinformatics.cn/LoniComp,200,,,,2025-04-01,"Guizhou University of Traditional Chinese Medicine, Guizhou, 550025, China.","Pan B, Pan Q, Xiao Q, Yang J, Zhang J, Zhang M, Zhu P","32260140, GZYTDHZ[2022]003, GZYTDHZ[2024]002, ZK[2022]505, [2023]071","GZYTDHZ[2022]003, National Natural Science Foundation of China, the Guizhou Provincial Science and Technology Projects, the National and Provincial Scientific and Technological Innovation Talent Team of the Guizhou University of Traditional Chinese Medicine, the University Science and Technology Innovation Team of the Guizhou Provincial Department of Education",1,China,LoniComp,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,LoniComp,LoniComp,HIGH,No expansion in title
TITLE_CAPITALIZED,40317650,scCompass,0,,0,sccompass,0,1,http://www.bdbe.cn/kun,200,,,,2025-05-02,"Computer Network Information Center, Chinese Academy of Sciences, Beijing, 100083, China.","Chen S, Chen Y, Cui W, Dong J, Fang C, Feng G, Hu Z, Jiang H, Li P, Li X, Liu G, Liu W, Liu Y, Long Q, Meng Z, Wang C, Wang J, Wang P, Wang X, Xiao M, Xie H, Xu P, Yang G, Zhang C, Zhang R, Zhang S, Zhang Y, Zhou Y","2023IOZ0102，2024IOZ0101, 2024YFF0729200, 2024YFF0729201, 92470204, E129L111, XDA0460305toG.F., YSBR-076","CAS Project for Young Scientists in Basic Research, Chinese Academy of Sciences, Initiative Scientific Research Program, Institute of Zoology, National Key Research and Development Program of China, National Natural Science Foundation of China, Pilot Project for Enhancing Original Innovation Capability of the Chinese Academy of Sciences, Strategic Priority Research Program of the Chinese Academy of Sciences",4,China,scCompass,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,scCompass,scCompass,HIGH,No expansion in title
TITLE_CAPITALIZED,38335248,CarbDisMut,0,,0,carbdismut,0,1,https://web.iitm.ac.in/bioinfo2/carbdismut,200,,,,2024-04-01,"Department of Biotechnology, Bhupat and Jyoti Mehta School of Biosciences, Indian Institute of Technology Madras, Chennai 600036, India.","Gromiha MM, Kulandaisamy A, Shanmugam NRS, Veluraja K","BT/PR39164/BID/7/965/2020, IF170342","Department of Biotechnology, Department of Biotechnology and Indian Institute of Technology Madras, Government of India, India, Ministry of Education",1,"Andorra, India",CarbDisMut,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,CarbDisMut,CarbDisMut,HIGH,No expansion in title
TITLE_CAPITALIZED,36418335,Altered States Database,0,,0,altered states database,0,1,http://alteredstatesdb.org,200,,,,2022-11-23,"Psychedelic Substances Research Group, Department of Psychiatry and Neurosciences, Berlin Institute of Health, Charité Universitätsmedizin Berlin, Corporate Member of Freie Universität Berlin, Humboldt-Universität Zu Berlin, Campus Charité Mitte, Berlin, Germany.","Costines C, Derdiyok E, Dinkelacker J, Prugger J, Schmidt TT",,,19,"Andorra, Germany",Altered States Database,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,Altered States Database,Altered States Database,HIGH,Already descriptive name
TITLE_CAPITALIZED,38335311,SiteMine,0,,0,sitemine,0,1,https://uhh.de/naomi,200,,,,2024-02-09,"ZBH - Center for Bioinformatics, Universität Hamburg, Hamburg, Germany.","Ehrt C, Graef J, Günther S, Meents A, Rarey M, Reim T","FISCOV, HIDSS-0002, HIR3X(InternLabs-0011), SFragX","Data Science in Hamburg - Helmholtz Graduate School for the Structure of Matter, Helmholtz Association",4,Germany,SiteMine,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,SiteMine,SiteMine,HIGH,No expansion in title
TITLE_CAPITALIZED,39416656,CannSeek,0,,0,cannseek,0,1,https://icgrc.info/cannseek,200,,,,2024-10-08,"Southern Cross University, Military Road, Lismore New South Wales 2480, Australia.","Kretzschmar T, Mansueto L, Mauleon R, McNally KL",LP210200606,"Australian Research Council, Southern Cross University",1,Australia,CannSeek,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,CannSeek,CannSeek,HIGH,No expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",35500907,MiCId,0,micid,0,,0,1,https://www.ncbi.nlm.nih.gov/CBBresearch/Yu/downloads.html,200,,,,2022-05-02,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, Maryland 20894, United States.","Alves G, Andersson B, Jaén-Luchoro D, Karlsson R, Moore ERB, Ogurtsov A, Piñeiro-Iglesias B, Salvà-Serra F, Yu YK",ZIA LM092404,"Center for Antibiotic Resistance Research, Intramural NIH HHS, U.S. National Library of Medicine, University of Gothenburg",10,United States,MiCId,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,MiCId,MiCId,HIGH,No expansion in title
TITLE_CAPITALIZED,38204360,African Human Microbiome Portal,0,,0,african human microbiome portal,0,1,https://microbiome.h3abionet.org/,200,,,,2024-01-01,,"Allali I, Alsayed N, Benkahla A, Fadlelmola FM, Fassatoui M, Ghedira K, Hanachi M, Kefi R, Kiran A, Maslamoney S, Meintjes A, Mulder N, Oduaran OH, Panji S, Rocha JD, Souiai O, Zass L","H3ABioNet U24HG006941, U24 HG006941","NHGRI NIH HHS, The National Human Genome Research Institute of the National Institutes of Health",3,,African Human Microbiome Portal,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,African Human Microbiome Portal,African Human Microbiome Portal,HIGH,Already descriptive name
CAPITALIZED,37221343,GAUDIE,0,gaudie,0,,0,1,https://osf.io/xyr6j/,200,,,,2023-05-23,"Fraunhofer Institute for Industrial Engineering IAO, Nobelstraße 12, 70569, Stuttgart, Germany. Katharina.Lingelbach@iao.fraunhofer.de.","Lingelbach K, Rieger JW, Vukelić M","EXC 2177/1-Project ID 390895286, EXC 2177/1—Project ID 390895286, Fraunhofer TALENTA, KI-Fortschrittszentrum Lernende Systeme und Kognit","Deutsche Forschungsgemeinschaft, Fraunhofer-Gesellschaft, Fraunhofer-Institut für Arbeitswirtschaft und Organisation IAO, Labour, Ministry of Economic Affairs, and Tourism Baden-Wuerttemberg",1,Germany,GAUDIE,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,GAUDIE,GAUDIE,HIGH,No expansion in title
CAPITALIZED,37205123,TLSEA,0,tlsea,0,,0,1,http://www.lirmed.com:5003/tlsea,200,,,,2023-05-02,"Institute of Computational Medicine, School of Artificial Intelligence, Hebei University of Technology, Tianjin, China.","Li J, Li Z, Lin H, Wang Y, Wu B",,,4,China,TLSEA,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,TLSEA,TLSEA,HIGH,No expansion in title
TITLE_CAPITALIZED,38745271,PrimerEvalPy,0,,0,primerevalpy,0,1,https://gitlab.citius.usc.es/lara.vazquez/PrimerEvalPy,200,,,,2024-05-14,"Centro Singular de Investigación en Tecnoloxías Intelixentes (CiTIUS), Universidade de Santiago de Compostela, Rúa de Jenaro de la Fuente Domínguez, E15782, Santiago de Compostela, Spain. laram.vazquez@usc.es.","Balsa-Castro C, Carreira MJ, Regueira-Iglesias A, Tomás I, Vila-Blanco N, Vázquez-González L","ED481A-2021, IN606B-2023/005","Consellería de Cultura, Educación e Ordenación Universitaria, Xunta de Galicia",1,Spain,PrimerEvalPy,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,PrimerEvalPy,PrimerEvalPy,HIGH,No expansion in title
"CAPITALIZED,TITLE_CAPITALIZED",38597890,NetMe,0,netme,0,,0,1,https://netme.click/,200,,,,2024-05-01,"Department of Clinical and Experimental Medicine, University of Catania, Catania, 95125, Italy.","Alaimo S, Bellomo L, Billeci F, Cardillo A, Di Maria A, Ferragina P, Ferro A, Pulvirenti A",,"European Integrated Infrastructure for Social Mining and Big Data Analytics, NextGenerationEU-National Recovery and Resilience Plan, NextGenerationEU—National Recovery and Resilience Plan",4,"Andorra, Italy",NetMe,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,NetMe,NetMe,HIGH,No expansion in title
TITLE_CAPITALIZED,38958433,MyxoPortal,0,,0,myxoportal,0,1,http://dicsoft1.physics.iisc.ac.in/MyxoPortal/,200,,,,2024-07-01,"School of Bio-Sciences and Technology, Vellore Institute of Technology, Vellore Campus, Tiruvalam Road, Katpadi, Vellore, Tamil Nadu 632 014, India.","Anbarasu A, Arakal BS, James PE, Livingstone PG, Rajendran S, Ramaiah S, Sekar K, Swetha RG, Whitworth DE",Adhoc/290/2022-ECD-II,Indian Council of Medical Research,2,"Andorra, India",MyxoPortal,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,MyxoPortal,MyxoPortal,HIGH,No expansion in title
TITLE_CAPITALIZED,38483315,PMechDB,0,,0,pmechdb,0,1,https://deeprxn.ics.uci.edu/pmechdb,200,,,,2024-03-14,"Department of Computer Science, University of California, Irvine, Irvine, California 92697, United States.","Angel MC, Baldi P, Gutman ES, Miller RJ, Mood AD, Pfeiffer MA, Tavakoli M, Van Vranken D",195811,National Science Foundation,3,United States,PMechDB,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2022-2025,,,,,False,PMechDB,PMechDB,HIGH,No expansion in title
