name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,review_remove,paper_titles,best_name_updated,full_name_updated,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,confidence,notes,grep_remove
TITLE_CAPITALIZED,37811874,ClinicalOmicsDB,0.0,,0.0,clinicalomicsdb,0.0,1,http://trials.linkedomics.org/,,ClinicalOmicsDB: exploring molecular associations of oncology drug responses in clinical trials.,ClinicalOmicsDB,ClinicalOmicsDB,200,,,,2024-01-01,"Lester and Sue Smith Breast Center and Dan L. Duncan Comprehensive Cancer Center, Baylor College of Medicine, Houston, TX 77030, USA.","Elizarraras JM, Jia B, Lei JT, Moon CI, Zhang B","RP220050, RR160027, T32 GM136554, T32GM136554","Cancer Prevention and Research Institute of Texas, NIGMS NIH HHS, National Institute of General Medical Sciences, The Robert and Janice McNair Foundation",9.0,"Andorra, United States",ClinicalOmicsDB,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38860571,MakeSBML,0.0,,0.0,makesbml,0.0,1,https://sys-bio.github.io/makesbml/,,MakeSBML: a tool for converting between Antimony and SBML.,MakeSBML,MakeSBML,200,,,,2024-03-01,"Department of Bioengineering, University of Washington, Box 355061, Seattle, 98195, WA, USA.","Jardine BE, Sauro HM, Smith LP","P41 EB023912, P41EB02391, R01 GM123032, R01GM123032","NIBIB NIH HHS, NIGMS NIH HHS, National Institute of Biomedical Imaging and Bioengineering, National Institute of General Medical Sciences",3.0,United States,MakeSBML,review,2022-2025,,,,,False,HIGH,No expansion in title,True
"CAPITALIZED,TITLE_CAPITALIZED",37779250,MMiKG,0.0,mmikg,0.0,,0.0,1,http://yangbiolab.cn:8501/,,MMiKG: a knowledge graph-based platform for path mining of microbiota-mental diseases interactions.,MMiKG,MMiKG,200,,,,2023-09-01,"School of Medical Imaging, Fujian Medical University, Fuzhou 350122, China.","Chen Q, Dou L, Song Z, Sun H, Tang F, Wang M, Yang F, Zou Q","2022 J05055, 2022NSFSC0926, 2023 M731984, 62001311, 62002242, 62102065, 62271353, XRCZX2022003","China Postdoctoral Science Foundation, Fujian Medical University Research Foundation of Talented Scholars, Fujian province, Joint Funds for the Innovation of Science and Technology, National Natural Science Foundation of China, Natural Science Foundation of Sichuan Province",8.0,China,MMiKG,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,TITLE_CAPITALIZED",38860632,ExMove,0.0,exmove,0.0,an open,0.0,1,https://exmove.github.io/,,ExMove: An open-source toolkit for processing and exploring animal-tracking data in R.,ExMove,ExMove,200,,,,2024-06-11,"Centre for Ecology and Conservation, University of Exeter, Penryn, Cornwall, UK.","Lang SDJ, Langley LP, Ozsanlav-Harris L, Trevail AM","821959, NE/H5081500","Fondation Bertarelli, Natural Environment Research Council",4.0,"Andorra, United Kingdom",ExMove,review,2022-2025,,,,,False,HIGH,No expansion in title,True
TITLE_CAPITALIZED,39565208,sc2GWAS,0.0,,0.0,sc2gwas,0.0,1,https://bio.liclab.net/sc2GWAS/,,sc2GWAS: a comprehensive platform linking single cell and GWAS traits of human.,sc2GWAS,sc2GWAS,200,,,,2025-01-01,"The First Affiliated Hospital & National Health Commission Key Laboratory of Birth Defect Research and Prevention, Hengyang Medical School, University of South China, Hengyang, Hunan 421001, China.","Feng C, Guo M, Li C, Li Y, Song C, Wang X, Yin M, Yu Z, Zhang Y","20210002-1005 USCAT-2021-01, 20224310NHYCG05, 2023JJ30536, 2023JJ40594, 2023TP1047, 2024RC1062, 2024RC3212, 62031003, 62171166, 62302206","National Natural Science Foundation of China, Natural Science Foundation of Hunan Province, Provincial Key Laboratory of Multi-omics And Artificial Intelligence of Cardiovascular Diseases, Research Foundation of the First Affiliated Hospital of University of South China for Advanced Talents, The Science and Technology Innovation Talent Program of Hunan Province of China, University of South China",30.0,"Andorra, China",sc2GWAS,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39565209,Harmonizome,0.0,,0.0,harmonizome,0.0,1,https://maayanlab.cloud/Harmonizome/,,Harmonizome 3.0: integrated knowledge about genes and proteins from diverse multi-omics resources.,Harmonizome,Harmonizome,200,,,,2025-01-01,"Department of Pharmacological Sciences, Mount Sinai Center for Bioinformatics, Icahn School of Medicine at Mount Sinai, One Gustave L. Levy Place, Box 1603 New York, NY, USA.","Clarke DJB, Diamant I, Evangelista JE, Lingam N, Ma'ayan A","OT2OD030160, OT2OD036435, R01DK131525, RC2 DK131995, RC2DK131995, U24 CA264250, U24CA264250, U24CA271114","NCI NIH HHS, NIDDK NIH HHS, NIH, NIH HHS",55.0,United States,Harmonizome,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,TITLE_CAPITALIZED",38991851,PEPhub,0.0,pephub,0.0,,0.0,1,https://pephub.databio.org,,"PEPhub: a database, web interface, and API for editing, sharing, and validating biological sample metadata.",PEPhub,PEPhub,200,,,,2024-01-01,"Center for Public Health Genomics, School of Medicine, University of Virginia, Charlottesville, VA 22908, USA.","Arslan A, Khoroshevskyi O, LeRoy NJ, O'Brien A, Sheffield NC, Stępień R","R01 HG012558, R35 GM128636, R35-GM128636","NHGRI NIH HHS, NIGMS NIH HHS, National Institute of General Medical Sciences",3.0,United States,PEPhub,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,37468182,D-ORB,0.0,d-orb,0.0,,0.0,1,https://d-orb.major.iric.ca/,,D-ORB: A Web Server to Extract Structural Features of Related But Unaligned RNA Sequences.,D-ORB,D-ORB,200,,,,2023-06-09,"Department of Computer Science and Operations Research, and the Institute for Research in Immunology and Cancer, Université de Montréal, Montreal, Quebec H3C 3J7, Canada.","Dupont MJ, Major F",MOP-93679,"CIHR, Canadian Institutes of Health Research, Natural Sciences and Engineering Research Council of Canada",5.0,"Andorra, Canada",D-ORB,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,TITLE_CAPITALIZED",38844475,ssREAD,0.0,ssread,0.0,,0.0,1,https://bmblx.bmi.osumc.edu/ssread/,,A single-cell and spatial RNA-seq database for Alzheimer's disease (ssREAD).,ssREAD,ssREAD,200,,,,2024-06-06,"Department of Biomedical Informatics, The Ohio State University, Columbus, OH, 43210, USA.","Acosta D, Bian J, Fu H, Ma A, Ma Q, McNutt M, Wang C","R01 AG075092, R01 GM152585, R21 HG012482, R21HG012482","NHGRI NIH HHS, NIA NIH HHS, NIGMS NIH HHS, U.S. Department of Health & Human Services | NIH | National Human Genome Research Institute (NHGRI)",32.0,United States,ssREAD,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,38926513,MOI,0.0,moi,0.0,,0.0,1,http://www.fynn-guo.cn/,,MOI is a comprehensive database collecting processed multi-omics data associated with viral infection.,MOI,MOI,200,,,,2024-06-26,"Institute of Systems Biomedicine, Department of Immunology, School of Basic Medical Sciences, Beijing Key Laboratory of Tumor Systems Biology, NHC Key Laboratory of Medical Immunology, Peking University Health Science Center, Beijing, China. guoxf2025@163.com.","Guo X, You F, Zhao Y",PKU2020LCXQ009,Peking University Medicine Fund,1.0,"China, Comoros",MOI,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39155985,HuPoxNET,0.0,,0.0,hupoxnet,0.0,1,https://kaabil.net/hupoxnet/,,Navigating the human-monkeypox virus interactome: HuPoxNET atlas reveals functional insights.,HuPoxNET atlas,HuPoxNET atlas,200,,,,2024-08-02,"Department of Plants, Soils, and Climate, College of Agriculture and Applied Sciences, Logan, UT, United States.","Duhan N, Kataria R, Kaundal R",,,,"Andorra, United States",HuPoxNET,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,36796796,DeepBIO,0.0,,0.0,deepbio,0.0,1,https://inner.wei-group.net/DeepBIO,,"DeepBIO: an automated and interpretable deep-learning platform for high-throughput biological sequence prediction, functional annotation and visualization analysis.",DeepBIO,DeepBIO,200,,,,2023-04-01,"School of Software, Shandong University, Jinan, China.","Feng J, Jiang Y, Jin J, Nakai K, Su R, Wang F, Wang R, Wei L, Yin C, Yu H, Zou Q","62071278, 62250028",Natural Science Foundation of China,86.0,China,DeepBIO,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,40073641,PolyCrit,0.0,,0.0,polycrit,0.0,1,https://lccc.ywangcomp.org,,PolyCrit: An Online Collaborative Platform for Polymer Characterization.,PolyCrit,PolyCrit,200,,,,2025-03-07,"Department of Chemistry, University of Memphis, Memphis, TN, 38152, USA. Electronic address: bldrdge1@memphis.edu.","Baker DTA, Eldridge BK, Wang Y",,,,United States,PolyCrit,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,TITLE_CAPITALIZED",35436998,pmTR,0.0,pmtr,0.0,,0.0,1,https://pmtrig.lumc.nl/,,pmTR database: population matched (pm) germline allelic variants of T-cell receptor (TR) loci.,pmTR,pmTR,200,,,,2022-04-18,"Department of Immunology, Leiden University Medical Center, 2333 ZA, Leiden, The Netherlands.","Dekker J, Khatri I, Reinders MJT, van Dongen JJM",,,5.0,Netherlands,pmTR,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38337024,PanEffect,0.0,,0.0,paneffect,0.0,1,https://www.maizegdb.org/effect/maize/,,PanEffect: a pan-genome visualization tool for variant effects in maize.,PanEffect,PanEffect,200,,,,2024-02-01,"USDA-ARS, Corn Insects and Crop Genetics Research Unit, Ames, IA 50011, United States.","Andorf CM, Cannon EK, Gardiner JM, Haley OC, Harding S, Hayford RK, Kim HS, Portwood JL 2nd, Sen S, Woodhouse MR",,"Agricultural Research Service, U.S. Department of Agriculture",2.0,"Andorra, United States",PanEffect,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,38632050,GAUSS,0.0,gauss,0.0,,0.0,1,https://statsleelab.github.io/gauss/,,"GAUSS: a summary-statistics-based R package for accurate estimation of linkage disequilibrium for variants, Gaussian imputation, and TWAS analysis of cosmopolitan cohorts.",GAUSS,GAUSS,200,,,,2024-03-01,"Department of Statistics, Miami University, Oxford, OH 45056, United States.","Bacanu SA, Lee D",,"Miami University, Shelter Diabetes Research Award",4.0,United States,GAUSS,review,2022-2025,,,,,False,HIGH,No expansion in title,True
CAPITALIZED,36879236,RGT,0.0,rgt,0.0,,0.0,1,https://reg-gen.readthedocs.io,,RGT: a toolbox for the integrative analysis of high throughput regulatory genomics data.,RGT,RGT,200,,,,2023-03-06,"Institute for Computational Genomics, Medical Faculty, RWTH Aachen University, 52074, Aachen, Germany. zhijian.li@rwth-aachen.de.","Allhoff M, Costa IG, Gehrmann J, Gusmao EG, Kuo CC, Li Z, Manolov M, Shaigan M, Ticconi F, Zenke M",,RWTH Aachen University,16.0,Germany,RGT,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39189447,PlantCircRNA,0.0,,0.0,plantcircrna,0.0,1,https://plant.deepbiology.cn/PlantCircRNA/,,PlantCircRNA: a comprehensive database for plant circular RNAs.,PlantCircRNA,PlantCircRNA,200,,,,2025-01-01,"Agricultural Big Data Research Center, College of Information Science and Engineering, Shandong Agricultural University, Taian 271018, China.","Bing J, He S, Hu J, Sun X, Wang Y, Zheng X, Zhong Y, Zhou Z",32070684,"National Natural Science Foundation of China, Project of Shandong Province Higher Educational Program for Introduction and Cultivation of Young Innovative Talents in 2021",8.0,"Andorra, China",PlantCircRNA,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"DISAMBIGUATED,SMART_CAPITALIZED",35388368,aop-wiki,0.0,,0.0,aop-wiki,0.0,1,https://aopwiki.rdf.bigcat-bioinformatics.org,,Providing Adverse Outcome Pathways from the AOP-Wiki in a Semantic Web Format to Increase Usability and Accessibility of the Content.,AOP-Wiki,AOP-Wiki,200,,,,2022-03-17,"Department of Bioinformatics-BiGCaT, NUTRIM, and Maastricht University, Maastricht, The Netherlands.","Evelo CT, Martens M, Willighagen EL",,,16.0,"Andorra, Netherlands",Aop-wiki (aopwiki),ok,2022-2025,NO,YES,MEDIUM,HAS_BRACKETS,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,40221859,PlateletBase,0.0,,0.0,plateletbase,0.0,1,http://plateletbase.clinlabomics.org.cn/,,PlateletBase: A Comprehensive Knowledgebase for Platelet Research and Disease Insights.,PlateletBase,PlateletBase,200,,,,2025-05-01,"Department of Clinical Laboratory, Sichuan Clinical Research Center for Cancer, Sichuan Cancer Hospital & Institute, Sichuan Cancer Center, University of Electronic Science and Technology of China, Chengdu 610041, China.","Cao B, Huang J, Leng P, Luo H, Peng Q, Qiao J, Qin R, Rao L, Ren H, Wang D, Wei H, Wu C, Wu R, Xu S, Yi Q, Yin X, Yu S, Zhang K, Zhang P, Zhang X, Zhang Y, Zu R",,,2.0,"Andorra, China",PlateletBase,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38747440,DSFworld,0.0,,0.0,dsfworld,0.0,1,https://gestwickilab.shinyapps.io/dsfworld/,,DSFworld: A flexible and precise tool to analyze differential scanning fluorimetry data.,DSFworld,DSFworld,200,,,,2024-06-01,"Department of Pharmaceutical Chemistry, Chemistry & Chemical Biology Program and the Institute for Neurodegenerative Diseases, University of California San Francisco, San Francisco, California, USA.","Gale-Day ZJ, Gestwicki JE, Wu T","1000259744, AR081704, GM141299, R01 GM141299, R21 EY035366, T32 GM145460","NEI NIH HHS, NIGMS NIH HHS, NIH HHS, National Institutes of Health, National Science Foundation",21.0,"Andorra, United States",DSFworld,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,TITLE_CAPITALIZED",35536198,BioKIT,0.0,biokit,0.0,,0.0,1,https://pypi.org/project/jlsteenwyk-biokit/,,BioKIT: a versatile toolkit for processing and analyzing diverse types of sequence data.,BioKIT,BioKIT,200,,,,2022-07-01,"Department of Biological Sciences, Vanderbilt University, Nashville, TN 37235, USA.","Buida TJ, Chavez CM, Goltz DC, Gonçalves C, Hadjifrangiskou M, LaBella AL, Li Y, Mead ME, Morales G, Rokas A, Schmitz JE, Steenwyk JL","DEB-1442113, DEB-2110404, R01 AI153356, R56 AI146096","Burroughs Wellcome Fund, Howard Hughes Medical Institute through the James H. Gilliam Fellowships, NIAID NIH HHS, National Institutes of Health/National Institute of Allergy and Infectious Diseases, Research in AR’s lab is supported by grants from the National Science Foundation",24.0,United States,BioKIT,ok,2022-2025,,,,,False,HIGH,No expansion in title,True
"CAPITALIZED,TITLE_CAPITALIZED",40254830,TaxSEA,0.0,taxsea,0.0,,0.0,1,https://shiny.taxsea.app,,TaxSEA: rapid interpretation of microbiome alterations using taxon set enrichment analysis and public databases.,TaxSEA,TaxSEA,200,,,,2025-03-01,"Flinders Health and Medical Research Institute, University Drive, Flinders University, Bedford Park, SA 5042, Australia.","Pham CM, Rankin TJ, Ryan FJ, Stinear TP, Walsh CJ","APP2017404, GNT1194325",National Health and Medical Research Council of Australia,,"Andorra, Australia",TaxSEA,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,37158271,CAVE,0.0,cave,0.0,,0.0,1,https://cave.biodesign.ac.cn/,,CAVE: a cloud-based platform for analysis and visualization of metabolic pathways.,CAVE,CAVE,200,,,,2023-07-01,"Biodesign Center, Key Laboratory of Engineering Biology for Low-Carbon Manufacturing, Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences, Tianjin 300308, China.","Huang Y, Li H, Liao X, Ma H, Mao Z, Wang R, Wu Y, Yang C, Yang S, Yang Y, Yuan Q, Zhang Y","2021YFC2100700, 22HHSWSS00021, KY202001017, TSBICIP-PTJJ-007, TSBICIP-PTJS-001, XDB0480000","Innovation Fund of Haihe Laboratory of Synthetic Biology, Ministry of Science of China, National Key Research and Development Program of China, Science and Technology Partnership Program, Strategic Priority Research Program of the Chinese Academy of Sciences, Tianjin Synthetic Biotechnology Innovation Capacity Improvement Projects, Youth Innovation Promotion Association CAS",21.0,China,CAVE,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,DISAMBIGUATED",36453831,CovBinderInPDB,0.0,pdb,0.0,covbinderinpdb,0.0,1,https://yzhang.hpc.nyu.edu/CovBinderInPDB,,CovBinderInPDB: A Structure-Based Covalent Binder Database.,CovBinderInPDB,CovBinderInPDB,200,,,,2022-12-01,"Department of Chemistry, New York University, New York, New York 10003, United States.","Guo XK, Zhang Y","R35 GM127040, R35-GM127040","NIGMS NIH HHS, National Institute of General Medical Sciences",19.0,United States,PDB (yzhang),ok,2022-2025,NO,YES,HIGH,HAS_BRACKETS,False,HIGH,No expansion in title,
"CAPITALIZED,TITLE_CAPITALIZED",35749381,MicNet,0.0,micnet,0.0,,0.0,1,http://micnetapplb-1212130533.us-east-1.elb.amazonaws.com,,MicNet toolbox: Visualizing and unraveling a microbial network.,MicNet toolbox,MicNet toolbox,200,,,,2022-06-24,"Laboratorio de Inteligencia Artificial, Ixulabs, Mexico City, Mexico.","Eguiarte LE, Espinosa-Asuar L, Favila N, Legorreta D, Madrigal-Trejo D, Souza V, Sánchez-Pérez J","970341, ANID R20F0009, IG200319","CEQUA, Consejo Nacional de Ciencia y Tecnologia, DGAPA/UNAM-PAPIIT",3.0,Mexico,MicNet,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,39353863,AVM,0.0,avm,0.0,,0.0,1,http://www.bio-bigdata.center/AVM,,"AVM: A Manually Curated Database of Aerosol-transmitted Virus Mutations, Human Diseases, and Drugs.",AVM,AVM,200,,,,2024-09-01,"College of Bioinformatics Science and Technology, Harbin Medical University, Harbin 150081, China.","Chang Y, Hou Y, Li X, Liu Y, Mei L, Ning S, Wang D, Zhang Y, Zhou J",,,1.0,"Andorra, China",AVM,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,37125646,PANGEA,0.0,pangea,0.0,,0.0,1,https://www.flyrnai.org/tools/pangea/,,PANGEA: a new gene set enrichment tool for Drosophila and common research organisms.,PANGEA,PANGEA,200,,,,2023-07-01,"Department of Genetics, Blavatnik Institute, Harvard Medical School, Harvard University, Boston, MA 02115, USA.","Antonazzo G, Attrill H, Brown NH, Chao T, Chen W, Comjean A, Hu Y, Li F, Mohr SE, Perrimon N, Thurmond J","MR/N030117/1, MR/W024233/1, P41 GM132087, U41 HG000739, U41HG000739","Howard Hughes Medical Institute, Medical Research Council, NHGRI NIH HHS, NIGMS NIH HHS, NIH/NHGRI, NIH/NIGMS",65.0,United States,PANGEA,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,35094056,DisEnrich,0.0,,0.0,disenrich,0.0,1,http://prodata.swmed.edu/DisEnrichDB/,,DisEnrich: database of enriched regions in human dark proteome.,DisEnrich,DisEnrich,200,,,,2022-03-01,"Department of Biophysics, University of Texas Southwestern Medical Center, Dallas, TX 75390, USA.","Grishin NV, Medvedev KE, Pei J","GM127390, I-1505, R35 GM127390","NIGMS NIH HHS, National Institutes of Health, Welch Foundation",2.0,United States,DisEnrich,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38043216,ListiWiki,0.0,,0.0,listiwiki,0.0,1,http://listiwiki.uni-goettingen.de/,,ListiWiki: A database for the foodborne pathogen Listeria monocytogenes.,ListiWiki,ListiWiki,200,,,,2023-11-29,"Department of General Microbiology, Göttingen Center for Molecular Biosciences, Georg-August University Göttingen, Göttingen, Germany.","Elfmann C, Halbedel S, Stülke J, Zhu B",,Deutsche Forschungsgemeinschaft,11.0,Germany,ListiWiki,ok,2022-2025,,,,,False,HIGH,No expansion in title,
